Handle,Title,Body (HTML),Vendor,Standard Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Metafield: custom.aliexpress_url [single_line_text_field],Metafield: custom.cost_price [number_decimal],Status
the-savoy-hooded-wearable-spa-robe,The Savoy Hooded Wearable Spa Robe,"This professional-grade grooming station is a statement piece for the high-end home spa, offering both functionality and unparalleled aesthetics. A masterclass in canine care.",Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256810165808445,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wlwE6PAySjGd/the-savoy-hooded-wearable-spa-robe.png,1,The Savoy Hooded Wearable Spa Robe - Pawché Luxury Pet Collection,FALSE,The Savoy Hooded Wearable Spa Robe | Pawché Luxury Dog Lifestyle,"This professional-grade grooming station is a statement piece for the high-end home spa, offering both functionality and unparalleled aesthetics. A masterc...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256810165808445.html,4.88,active
the-baby-plush-hooded-puppy-spa-wrap,The Baby-Plush Hooded Puppy Spa Wrap,"This professional-grade tool from The Spa collection is meticulously formulated for precision and ease, providing a salon-quality experience. It ensures your companion remains radiant and refined.",Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,2255800035707561,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wtwl64AxSLEc/the-baby-plush-hooded-puppy-spa-wrap.png,1,The Baby-Plush Hooded Puppy Spa Wrap - Pawché Luxury Pet Collection,FALSE,The Baby-Plush Hooded Puppy Spa Wrap | Pawché Luxury Dog Lifestyle,"This professional-grade tool from The Spa collection is meticulously formulated for precision and ease, providing a salon-quality experience. It ensures yo...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/2255800035707561.html,0.99,active
the-signature-pastel-microfiber-spa-collection,The Signature Pastel Microfiber Spa Collection,"This premium nail care set features stainless steel tools and a professional finish, ensuring paws are as well-maintained as the wardrobe. A ritual of restoration for the refined pet.",Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256805263056817,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wFw268AwSZma/the-signature-pastel-microfiber-spa-collection.png,1,The Signature Pastel Microfiber Spa Collection - Pawché Luxury Pet Collection,FALSE,The Signature Pastel Microfiber Spa Collection | Pawché Luxury Dog Lifestyle,"This premium nail care set features stainless steel tools and a professional finish, ensuring paws are as well-maintained as the wardrobe. A ritual of rest...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256805263056817.html,6.16,active
the-adjustable-gilded-trim-spa-bathrobe,The Adjustable Gilded-Trim Spa Bathrobe,"This plush spa robe offers a haven of softness following a restorative bath, designed with a sophisticated silhouette and premium fabric. A ritual of relaxation for the refined companion.",Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256806674346193,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wTwC66AYSnh3/the-adjustable-gilded-trim-spa-bathrobe.png,1,The Adjustable Gilded-Trim Spa Bathrobe - Pawché Luxury Pet Collection,FALSE,The Adjustable Gilded-Trim Spa Bathrobe | Pawché Luxury Dog Lifestyle,"This plush spa robe offers a haven of softness following a restorative bath, designed with a sophisticated silhouette and premium fabric. A ritual of relax...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256806674346193.html,0.99,active
the-express-dry-luxury-pet-washrobe,The Express-Dry Luxury Pet Washrobe,"This The Express-Dry Luxury Pet Washrobe is a singular addition to the The Spa collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256810078759269,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wAwr6gAQSxkw/the-express-dry-luxury-pet-washrobe.png,1,The Express-Dry Luxury Pet Washrobe - Pawché Luxury Pet Collection,FALSE,The Express-Dry Luxury Pet Washrobe | Pawché Luxury Dog Lifestyle,"This The Express-Dry Luxury Pet Washrobe is a singular addition to the The Spa collection, offering unparalleled style and comfort. Truly a bespoke piece f...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256810078759269.html,0.99,active
the-skin-friendly-absorbent-ritual-towel,The Skin-Friendly Absorbent Ritual Towel,"This The Skin-Friendly Absorbent Ritual Towel is a singular addition to the The Spa collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256812005158663,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wHwf6lAISuPx/the-skin-friendly-absorbent-ritual-towel.png,1,The Skin-Friendly Absorbent Ritual Towel - Pawché Luxury Pet Collection,FALSE,The Skin-Friendly Absorbent Ritual Towel | Pawché Luxury Dog Lifestyle,"This The Skin-Friendly Absorbent Ritual Towel is a singular addition to the The Spa collection, offering unparalleled style and comfort. Truly a bespoke pi...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256812005158663.html,3.52,active
the-elite-velvet-touch-quick-dry-spa-wrap,The Elite Velvet-Touch Quick-Dry Spa Wrap,"This The Elite Velvet-Touch Quick-Dry Spa Wrap is a singular addition to the The Spa collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256809786812583,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wCwA6uADSeqE/the-elite-velvet-touch-quick-dry-spa-wrap.png,1,The Elite Velvet-Touch Quick-Dry Spa Wrap - Pawché Luxury Pet Collection,FALSE,The Elite Velvet-Touch Quick-Dry Spa Wrap | Pawché Luxury Dog Lifestyle,"This The Elite Velvet-Touch Quick-Dry Spa Wrap is a singular addition to the The Spa collection, offering unparalleled style and comfort. Truly a bespoke p...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809786812583.html,0.99,active
the-spa-day-plush-slipper-set-canine-edition,The Spa-Day Plush Slipper Set (Canine Edition),"Meticulously detailed and undeniably elegant, this design allows for a coordinated display of style and sophistication. It bridges the gap between high-fashion and canine couture beautifully.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256806793438986,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wlwG6SAZSPNr/the-spa-day-plush-slipper-set-canine-edition.png,1,The Spa-Day Plush Slipper Set (Canine Edition) - Pawché Luxury Pet Collection,FALSE,The Spa-Day Plush Slipper Set (Canine Edition) | Pawché Luxury Dog Lifestyle,"Meticulously detailed and undeniably elegant, this design allows for a coordinated display of style and sophistication. It bridges the gap between high-fas...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256806793438986.html,9.99,active
the-high-density-microfiber-after-bath-suit,The High-Density Microfiber After-Bath Suit,"This The High-Density Microfiber After-Bath Suit is a singular addition to the The Spa collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Spa,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256809212051486,0,shopify,100,continue,manual,34.74,,TRUE,TRUE,,https://tmpfiles.org/dl/wUwb6yA6SIxH/the-high-density-microfiber-after-bath-suit.png,1,The High-Density Microfiber After-Bath Suit - Pawché Luxury Pet Collection,FALSE,The High-Density Microfiber After-Bath Suit | Pawché Luxury Dog Lifestyle,"This The High-Density Microfiber After-Bath Suit is a singular addition to the The Spa collection, offering unparalleled style and comfort. Truly a bespoke...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809212051486.html,11.58,active
the-silk-touch-wellness-sleep-mask,The Silk-Touch Wellness Sleep Mask,"This The Silk-Touch Wellness Sleep Mask is a singular addition to the The Sleep Suite collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.",Pawché,,The Sleep Suite,"Pawché Luxury, Spa, Wellness, Grooming, Spa",TRUE,Size,One Size,,,,,3256806763270713,0,shopify,100,continue,manual,19.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wXwI6KAlS2pe/the-silk-touch-wellness-sleep-mask.png,1,The Silk-Touch Wellness Sleep Mask - Pawché Luxury Pet Collection,FALSE,The Silk-Touch Wellness Sleep Mask | Pawché Luxury Dog Lifestyle,"This The Silk-Touch Wellness Sleep Mask is a singular addition to the The Sleep Suite collection, offering unparalleled style and comfort. Truly a bespoke...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256806763270713.html,6.66,active
the-sterling-gilded-leather-harness-suite,The Sterling Gilded Leather Harness Suite,"This silk bandana set features patterns inspired by the world's most iconic fashion houses, adding a touch of editorial flair to any ensemble. A versatile and elegant accessory.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Accessory Bar,"Pawché Luxury, Accessory Bar, Wearable, Couture, New Arrivals",TRUE,Size,One Size,,,,,3256807329754758,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wowq6dA9CAwq/the-sterling-gilded-leather-harness-suite.png,1,The Sterling Gilded Leather Harness Suite - Pawché Luxury Pet Collection,FALSE,The Sterling Gilded Leather Harness Suite | Pawché Luxury Dog Lifestyle,"This silk bandana set features patterns inspired by the world's most iconic fashion houses, adding a touch of editorial flair to any ensemble. A versatile...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256807329754758.html,0.99,active
the-gladiator-studded-leather-trinity-set,The Gladiator Studded Leather Trinity Set,"This designer vest offers a masterclass in seasonal layering, featuring a lightweight yet warm construction and a high-fashion silhouette. The perfect acquisition for the stylish pet during cooler months.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Accessory Bar, Wearable, Couture",TRUE,Size,One Size,,,,,3256808664207539,0,shopify,100,continue,manual,85.98,,TRUE,TRUE,,https://tmpfiles.org/dl/wJwi6RAzCOVl/the-gladiator-studded-leather-trinity-set.png,1,The Gladiator Studded Leather Trinity Set - Pawché Luxury Pet Collection,FALSE,The Gladiator Studded Leather Trinity Set | Pawché Luxury Dog Lifestyle,"This designer vest offers a masterclass in seasonal layering, featuring a lightweight yet warm construction and a high-fashion silhouette. The perfect acqu...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256808664207539.html,28.66,active
the-heritage-hand-stitched-leather-set,The Heritage Hand-Stitched Leather Set,"This The Heritage Hand-Stitched Leather Set is a singular addition to the The Wardrobe collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Accessory Bar, Wearable, Couture",TRUE,Size,One Size,,,,,3256807442086431,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wXwf6PA0C0Aw/the-heritage-hand-stitched-leather-set.png,1,The Heritage Hand-Stitched Leather Set - Pawché Luxury Pet Collection,FALSE,The Heritage Hand-Stitched Leather Set | Pawché Luxury Dog Lifestyle,"This The Heritage Hand-Stitched Leather Set is a singular addition to the The Wardrobe collection, offering unparalleled style and comfort. Truly a bespoke...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256807442086431.html,5.76,active
the-executive-genuine-nappa-leather-suite,The Executive Genuine Nappa Leather Suite,"The Zenith Bamboo Dining Pavilion transforms every meal into a celebrated event, featuring a minimalist aesthetic and superior construction. Redefining the dining area for the four-legged epicurean.",Pawché,,Bowls & Kitchen,"Pawché Luxury, Accessory Bar, Wearable, Couture",TRUE,Size,One Size,,,,,3256802296903670,0,shopify,100,continue,manual,32.55,,TRUE,TRUE,,https://tmpfiles.org/dl/wOwy62AbC8eG/the-executive-genuine-nappa-leather-suite.png,1,The Executive Genuine Nappa Leather Suite - Pawché Luxury Pet Collection,FALSE,The Executive Genuine Nappa Leather Suite | Pawché Luxury Dog Lifestyle,"The Zenith Bamboo Dining Pavilion transforms every meal into a celebrated event, featuring a minimalist aesthetic and superior construction. Redefining the...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256802296903670.html,10.85,active
the-manhattan-nylon-leather-fusion-set,The Manhattan Nylon & Leather Fusion Set,"Redefining the afternoon stroll, this luxury velvet accent adds a touch of formal elegance. It is a finishing touch that defines the canine look and ensures your pet is the best-dressed.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Accessory Bar,"Pawché Luxury, Accessory Bar, Wearable, Couture",TRUE,Size,One Size,,,,,3256804090570567,0,shopify,100,continue,manual,40.71,,TRUE,TRUE,,https://tmpfiles.org/dl/wkwu6YAZCvfP/the-manhattan-nylon-leather-fusion-set.png,1,The Manhattan Nylon & Leather Fusion Set - Pawché Luxury Pet Collection,FALSE,The Manhattan Nylon & Leather Fusion Set | Pawché Luxury Dog Lifestyle,"Redefining the afternoon stroll, this luxury velvet accent adds a touch of formal elegance. It is a finishing touch that defines the canine look and ensure...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256804090570567.html,13.57,active
the-imperial-wide-band-riveted-leather-collar,The Imperial Wide-Band Riveted Leather Collar,"This artisan piece is the pinnacle of personalized luxury, featuring confident and timeless aesthetics. Each detail is refined to ensure your companion leads where others follow.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Accessory Bar,"Pawché Luxury, Accessory Bar, Wearable, Couture",TRUE,Size,One Size,,,,,3256809157880023,0,shopify,100,continue,manual,111.03,,TRUE,TRUE,,https://tmpfiles.org/dl/wZwu6QAxCng7/the-imperial-wide-band-riveted-leather-collar.png,1,The Imperial Wide-Band Riveted Leather Collar - Pawché Luxury Pet Collection,FALSE,The Imperial Wide-Band Riveted Leather Collar | Pawché Luxury Dog Lifestyle,"This artisan piece is the pinnacle of personalized luxury, featuring confident and timeless aesthetics. Each detail is refined to ensure your companion lea...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809157880023.html,37.01,active
the-vintage-double-d-heritage-leather-collar,The Vintage Double-D Heritage Leather Collar,"This spiked obsidian piece offers a 'Rock-Star' aesthetic for the bold companion, combining avant-garde design with unparalleled durability. A sophisticated statement for the modern dog.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Accessory Bar,"Pawché Luxury, Accessory Bar, Wearable, Couture",TRUE,Size,One Size,,,,,2255800061609627,0,shopify,100,continue,manual,57.33,,TRUE,TRUE,,https://tmpfiles.org/dl/wgwI6TA6Ct6L/the-vintage-double-d-heritage-leather-collar.png,1,The Vintage Double-D Heritage Leather Collar - Pawché Luxury Pet Collection,FALSE,The Vintage Double-D Heritage Leather Collar | Pawché Luxury Dog Lifestyle,"This spiked obsidian piece offers a 'Rock-Star' aesthetic for the bold companion, combining avant-garde design with unparalleled durability. A sophisticate...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/2255800061609627.html,19.11,active
the-rock-star-spiked-obsidian-leather-collar,The Rock-Star Spiked Obsidian Leather Collar,"This vintage-inspired piece features a heritage finish, evoking a sense of timeless elegance and craftsmanship. An essential details piece for a life lived beautifully.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Accessory Bar,"Pawché Luxury, Accessory Bar, Wearable, Couture",TRUE,Size,One Size,,,,,3256804113619876,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wiwu6KAFCRou/the-rock-star-spiked-obsidian-leather-collar.png,1,The Rock-Star Spiked Obsidian Leather Collar - Pawché Luxury Pet Collection,FALSE,The Rock-Star Spiked Obsidian Leather Collar | Pawché Luxury Dog Lifestyle,"This vintage-inspired piece features a heritage finish, evoking a sense of timeless elegance and craftsmanship. An essential details piece for a life lived...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256804113619876.html,1.89,active
the-comfort-cushion-padded-nappa-collar,The Comfort-Cushion Padded Nappa Collar,"Meticulously detailed to reflect a life lived beautifully, this walking set features braided accents and gold-toned hardware. The pinnacle of elegance for the discerning pet owner.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Accessory Bar,"Pawché Luxury, Accessory Bar, Wearable, Couture",TRUE,Size,One Size,,,,,3256808638260434,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wuwH62AeChZs/the-comfort-cushion-padded-nappa-collar.png,1,The Comfort-Cushion Padded Nappa Collar - Pawché Luxury Pet Collection,FALSE,The Comfort-Cushion Padded Nappa Collar | Pawché Luxury Dog Lifestyle,"Meticulously detailed to reflect a life lived beautifully, this walking set features braided accents and gold-toned hardware. The pinnacle of elegance for...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256808638260434.html,0.99,active
the-signature-padded-leather-walking-set,The Signature Padded Leather Walking Set,"This The Signature Padded Leather Walking Set is a singular addition to the The Wardrobe collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Accessory Bar, Wearable, Couture",TRUE,Size,One Size,,,,,3256807203925166,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/wfwv62ApCoM6/the-signature-padded-leather-walking-set.png,1,The Signature Padded Leather Walking Set - Pawché Luxury Pet Collection,FALSE,The Signature Padded Leather Walking Set | Pawché Luxury Dog Lifestyle,"This The Signature Padded Leather Walking Set is a singular addition to the The Wardrobe collection, offering unparalleled style and comfort. Truly a bespo...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256807203925166.html,5.1,active
the-visionary-smart-refresh-station,The Visionary Smart Refresh Station,The Floating Reservoir Dining Suite redefines the culinary experience with a suspended design that maximizes style. A masterclass in functional elegance for the discerning home.,Pawché,,Bowls & Kitchen,"Pawché Luxury, Bowls & Kitchen, Dining, Kitchen, New Arrivals",TRUE,Size,One Size,,,,,3256809922322108,0,shopify,100,continue,manual,134.73,,TRUE,TRUE,,https://tmpfiles.org/dl/wxwD6CApC2Uo/the-visionary-smart-refresh-station.png,1,The Visionary Smart Refresh Station - Pawché Luxury Pet Collection,FALSE,The Visionary Smart Refresh Station | Pawché Luxury Dog Lifestyle,The Floating Reservoir Dining Suite redefines the culinary experience with a suspended design that maximizes style. A masterclass in functional elegance fo...,Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256809922322108.html,44.91,active
the-brasserie-stainless-dining-set,The Brasserie Stainless Dining Set,"This The Brasserie Stainless Dining Set is a singular addition to the The Wardrobe collection, offering unparalleled style and comfort. Truly a bespoke piece for the discerning pet.

**Size & Fit:** Designed for a tailored silhouette. Please refer to our size guide to ensure the perfect fit for your companion's unique proportions.",Pawché,,The Wardrobe,"Pawché Luxury, Bowls & Kitchen, Dining, Kitchen",TRUE,Size,One Size,,,,,3256807980894207,0,shopify,100,continue,manual,69.78,,TRUE,TRUE,,https://tmpfiles.org/dl/w0wB6DA6CfLY/the-brasserie-stainless-dining-set.png,1,The Brasserie Stainless Dining Set - Pawché Luxury Pet Collection,FALSE,The Brasserie Stainless Dining Set | Pawché Luxury Dog Lifestyle,"This The Brasserie Stainless Dining Set is a singular addition to the The Wardrobe collection, offering unparalleled style and comfort. Truly a bespoke pie...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256807980894207.html,23.26,active
the-zenith-bamboo-dining-pavilion,The Zenith Bamboo Dining Pavilion,"The Gilded Bespoke Dining Chalice is a celebratory event for the senses, featuring radiant finishes and laser-etched details. It elevates the daily ritual of dining to an epicurean standard.",Pawché,,Bowls & Kitchen,"Pawché Luxury, Bowls & Kitchen, Dining, Kitchen",TRUE,Size,One Size,,,,,3256811595122597,0,shopify,100,continue,manual,42.96,,TRUE,TRUE,,https://tmpfiles.org/dl/wnwC6PASCh7z/the-zenith-bamboo-dining-pavilion.png,1,The Zenith Bamboo Dining Pavilion - Pawché Luxury Pet Collection,FALSE,The Zenith Bamboo Dining Pavilion | Pawché Luxury Dog Lifestyle,"The Gilded Bespoke Dining Chalice is a celebratory event for the senses, featuring radiant finishes and laser-etched details. It elevates the daily ritual...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811595122597.html,14.32,active
the-crystalline-hydration-sanctuary,The Crystalline Hydration Sanctuary,"This crystal-pure hydration station offers continuous flow and a refined aesthetic, ensuring the freshest hydration possible. A testament to the art of the canine lifestyle.",Pawché,,Bowls & Kitchen,"Pawché Luxury, Bowls & Kitchen, Dining, Kitchen",TRUE,Size,One Size,,,,,3256806982124324,0,shopify,100,continue,manual,29.99,,TRUE,TRUE,,https://tmpfiles.org/dl/w0wQ6BALCiHs/the-crystalline-hydration-sanctuary.png,1,The Crystalline Hydration Sanctuary - Pawché Luxury Pet Collection,FALSE,The Crystalline Hydration Sanctuary | Pawché Luxury Dog Lifestyle,"This crystal-pure hydration station offers continuous flow and a refined aesthetic, ensuring the freshest hydration possible. A testament to the art of the...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256806982124324.html,8.31,active
the-carrara-ceramic-dining-pavilion,The Carrara Ceramic Dining Pavilion,"The Indestructible Elevated Dining Suite (Marble Edition) features a heavy-duty frame and stunning inserts, providing a haven of style. Redefining the pet culinary experience.",Pawché,,Bowls & Kitchen,"Pawché Luxury, Bowls & Kitchen, Dining, Kitchen",TRUE,Size,One Size,,,,,3256803556595942,0,shopify,100,continue,manual,45.24,,TRUE,TRUE,,https://tmpfiles.org/dl/wAwk6EARC9T4/the-carrara-ceramic-dining-pavilion.png,1,The Carrara Ceramic Dining Pavilion - Pawché Luxury Pet Collection,FALSE,The Carrara Ceramic Dining Pavilion | Pawché Luxury Dog Lifestyle,"The Indestructible Elevated Dining Suite (Marble Edition) features a heavy-duty frame and stunning inserts, providing a haven of style. Redefining the pet...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256803556595942.html,15.08,active
the-floating-reservoir-dining-suite,The Floating Reservoir Dining Suite,"The Visionary Smart Refresh Station uses AI-powered technology to ensure your pet is always cared for, blending innovation with high-end aesthetics. A masterpiece of canine engineering.",Pawché,,Bowls & Kitchen,"Pawché Luxury, Bowls & Kitchen, Dining, Kitchen",TRUE,Size,One Size,,,,,3256806375613612,0,shopify,100,continue,manual,51.12,,TRUE,TRUE,,https://tmpfiles.org/dl/wNw36kAYCzdw/the-floating-reservoir-dining-suite.png,1,The Floating Reservoir Dining Suite - Pawché Luxury Pet Collection,FALSE,The Floating Reservoir Dining Suite | Pawché Luxury Dog Lifestyle,"The Visionary Smart Refresh Station uses AI-powered technology to ensure your pet is always cared for, blending innovation with high-end aesthetics. A mast...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256806375613612.html,17.04,active
the-gilded-bespoke-dining-chalice,The Gilded Bespoke Dining Chalice,"The Indestructible Elevated Dining Suite is as resilient as it is visually stunning, designed for the pet who demands high-performance luxury. A centerpiece of the modern canine kitchen.",Pawché,,Bowls & Kitchen,"Pawché Luxury, Bowls & Kitchen, Dining, Kitchen",TRUE,Size,One Size,,,,,3256807497448879,0,shopify,100,continue,manual,78.30,,TRUE,TRUE,,https://tmpfiles.org/dl/wuwf65ALC3Xh/the-gilded-bespoke-dining-chalice.png,1,The Gilded Bespoke Dining Chalice - Pawché Luxury Pet Collection,FALSE,The Gilded Bespoke Dining Chalice | Pawché Luxury Dog Lifestyle,"The Indestructible Elevated Dining Suite is as resilient as it is visually stunning, designed for the pet who demands high-performance luxury. A centerpiec...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256807497448879.html,26.1,active
the-cascade-stainless-hydration-system,The Cascade Stainless Hydration System,"The Zenith Bamboo Dining Pavilion (Pro Edition) features an adjustable height and a minimalist design, providing a sanctuary of epicurean style. A statement station for the modern home.",Pawché,,Bowls & Kitchen,"Pawché Luxury, Bowls & Kitchen, Dining, Kitchen",TRUE,Size,One Size,,,,,3256808499198774,0,shopify,100,continue,manual,166.53,,TRUE,TRUE,,https://tmpfiles.org/dl/wlww6PAFCXWP/the-cascade-stainless-hydration-system.png,1,The Cascade Stainless Hydration System - Pawché Luxury Pet Collection,FALSE,The Cascade Stainless Hydration System | Pawché Luxury Dog Lifestyle,"The Zenith Bamboo Dining Pavilion (Pro Edition) features an adjustable height and a minimalist design, providing a sanctuary of epicurean style. A statemen...",Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256808499198774.html,55.51,active
the-indestructible-elevated-dining-suite,The Indestructible Elevated Dining Suite,The Sovereign Automatic Hydration Fountain features a sleek design that ensures a constant supply of pure water in a stunning aesthetic. A celebratory event for the senses.,Pawché,,Bowls & Kitchen,"Pawché Luxury, Bowls & Kitchen, Dining, Kitchen",TRUE,Size,One Size,,,,,3256811964912768,0,shopify,100,continue,manual,30.87,,TRUE,TRUE,,https://tmpfiles.org/dl/wQwQ6WA4Cf5I/the-indestructible-elevated-dining-suite.png,1,The Indestructible Elevated Dining Suite - Pawché Luxury Pet Collection,FALSE,The Indestructible Elevated Dining Suite | Pawché Luxury Dog Lifestyle,The Sovereign Automatic Hydration Fountain features a sleek design that ensures a constant supply of pure water in a stunning aesthetic. A celebratory even...,Animals & Pet Supplies > Pet Supplies > Dog Supplies,https://www.aliexpress.us/item/3256811964912768.html,10.29,active
